"theme_l1";"theme_l2";"theme_l3";"concept_text_long";"item_name";"variable_label";"source";"measure_wave";"suf_index";"data_collection_a";"mode_a";"item_id";"item_version";"concept_id";"concept_version";"sort_id"
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected utility education;vaexp9;Future prospect if no education after 9th year (Expected utility education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;568;296;139;37;"2010201220                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost1;Financial burden of a 2-year VET programme (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;658;481;235;197;"2010201230                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost2;Financial burden of a 3-4-year VET programme (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;502;409;235;197;"2010201240                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost3;Financial burden of VET plus higher voc. training (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;511;295;235;197;"2010201250                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost4;Financial burden of VET plus higher education (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;198;213;235;197;"2010201260                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost5;Financial burden of advanced upper-sec. education (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;199;427;235;197;"2010201270                    "
Education & training - employment;Educational pathways and transitions;Educational decisions (transitions from lower to upper secondary education): perceived cost, benefit and chances of success;Expected costs of education;educost6;Financial burden of ad. upper-sec. and higher educ (Expected costs education);"TREE; NEPS (2013); DAB-Panelstudie (2020)";"0";Wave-specific;Base (BQ);CASI/Web/PP;726;324;235;197;"2010201280                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic educational aspirations;aspideal;Highest level of education that I would like to achieve (Idealistic aspirations);NEPS (2013);"0";Wave-specific;Base (BQ);CASI;626;67;52;87;"2010301290                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic educational aspirations (aggregated);aspideal_comp;Idealistic educational aspirations (aggregated);NEPS (2013);"0";Wave-specific;Base (BQ);CASI;86;229;56;90;"2010301291                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ.;planideal;Most preferred education or job (Idealistic aspirations for upper sec. educ.);"";"0";Wave-specific;Base (BQ);CASI;632;70;1135;1136;"2010301300                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ.: VET training occupation;planidoccu;Most preferred VET training occup. (Idealistic aspirations for upper sec. educ.);"";"0";Wave-specific;Base (BQ);CASI;125;434;1132;1133;"2010301310                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ.: vocational baccalaureate;planidbms;Voc. Baccalaureate alongside VET (Idealistic aspirations for upper sec. educ.);"";"0";Wave-specific;Base (BQ);CASI;350;45;1133;1134;"2010301320                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ.: job;planidjob;Preferred job (Idealistic aspirations for upper sec. educ.);"";"0";Wave-specific;Base (BQ);CASI;516;61;1134;1135;"2010301360                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ. [ISCO-08];planidjob_isco08c;Preferred job (Idealistic aspirations for upper sec. educ. [ISCO-08]);"TREE; International Standard Classification of Occupations (ISCO-08)";"0";Wave-specific;Base (BQ);CASI;1920;1987;1215;1216;"2010301361                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ. [ISCO-88];planidjob_isco88c;Preferred job (Idealistic aspirations for upper sec. educ. [ISCO-88]);"TREE; International Standard Classification of Occupations (ISCO-88)";"0";Wave-specific;Base (BQ);CASI;1919;1986;1214;1215;"2010301362                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ. [ISEI-08];planidjob_isei08;Idealistic aspirations for upper sec. educ. [ISEI-08];"Ganzeboom, De Graaf, and Treiman (1992); Ganzeboom and Treiman (2019)";"0";Wave-specific;Base (BQ);CASI;98;387;1216;1217;"2010301363                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ. [ISEI-88];planidjob_isei88;Preferred job (Idealistic aspirations for upper sec. educ. [ISEI-88]);"Ganzeboom, De Graaf, and Treiman (1992); Ganzeboom and Treiman (2019)";"0";Wave-specific;Base (BQ);CASI;180;200;1217;1218;"2010301364                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Idealistic aspirations for upper sec. educ. [SBN-2000];planidjob_sbn;Preferred job (Idealistic aspirations for upper sec. educ. [SBN-2000]);"";"0";Wave-specific;Base (BQ);CASI;679;336;1218;1219;"2010301365                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Parents' educational aspirations;aspmf;Highest education parents like you to achieve (Parents' educational aspirations);TREE;"0";Wave-specific;Base (BQ);CASI/Web/PP;79;191;123;142;"2010301400                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Realistic educational aspirations;aspreal;Highest educational degree that I expect to attain (Realistic aspirations);TREE;"0, 1, 2";Wave-specific;Complementary (CQ);Web/PP;506;1251;151;63;"2010301440                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Realistic educational aspirations of youths (aggregated);aspreal_comp;Realistic educational aspirations of youths (aggregated);TREE;"0";Wave-specific;Base (BQ);CASI;432;579;215;74;"2010301441                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Assessment of current work situation: desired work (base code SSCO 2000);aspjobac;What kind of work would you currently like to be doing most? (Code);TREE;"2";Wave-specific;Base (BQ);CATI;1668;1684;1694;1695;"2010301450                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Assessment of current work situation: desired work (ISCO-08);aspjob_isco08c;Assessment of current work situation: desired work (ISCO-08);"TREE; International Standard Classification of Occupations (ISCO-08)";"2";Wave-specific;Base (BQ);CATI;2045;2112;1721;1722;"2010301462                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Assessment of current work situation: desired work (ISCO-88);aspjob_isco88c;Assessment of current work situation: desired work (ISCO-88);"TREE; International Standard Classification of Occupations (ISCO-88)";"2";Wave-specific;Base (BQ);CATI;2047;2114;1722;1723;"2010301464                    "
Education & training - employment;Educational pathways and transitions;Educational objectives and aspirations;Assessment of current work situation: desired work (ISEI-08);aspjob_isei08;Assessment of current work situation: desired work (ISEI-08);"Ganzeboom, De Graaf, and Treiman (1992); Ganzeboom and Treiman (2019)";"2";Wave-specific;Base (BQ);CATI;2049;2116;1723;1724;"2010301465                    "
